unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
151351,Indiana University-Bloomington,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24139,6,1902,1057,1915,4,16538,1253,75,1389,-2
151351,Indiana University-Bloomington,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",201,0,8,12,7,0,78,8,0,88,-2
151351,Indiana University-Bloomington,2022,"Full-time students, Graduate",7611,4,538,346,438,2,3867,159,96,2161,-2
151351,Indiana University-Bloomington,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",843,0,43,50,70,0,586,46,3,45,-2
151351,Indiana University-Bloomington,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",23296,6,1859,1007,1845,4,15952,1207,72,1344,-2
151351,Indiana University-Bloomington,2022,Part-time students total,17750,11,1161,1288,1596,9,11336,686,392,1271,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate total",12827,7,855,1073,1343,5,8536,555,307,146,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",1512,0,111,210,197,0,837,81,8,68,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",33,0,1,5,6,0,18,1,0,2,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1479,0,110,205,191,0,819,80,8,66,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",11315,7,744,863,1146,5,7699,474,299,78,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Graduate",4923,4,306,215,253,4,2800,131,85,1125,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",19,0,3,1,2,0,11,1,0,1,-2
151351,Indiana University-Bloomington,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1460,0,107,204,189,0,808,79,8,65,-2
153658,University of Iowa,2022,All students total,32818,49,1699,1092,2607,21,23416,1113,997,1824,-2
153658,University of Iowa,2022,"All students, Undergraduate total",23390,35,1171,767,2007,17,17205,864,675,649,-2
153658,University of Iowa,2022,"All students, Undergraduate, Degree/certificate-seeking total",22402,33,1089,720,1923,15,16588,836,583,615,-2
153658,University of Iowa,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",4604,6,256,133,436,1,3405,188,124,55,-2
153658,University of Iowa,2022,"All students, Undergraduate, Other degree/certificate-seeking",17798,27,833,587,1487,14,13183,648,459,560,-2
153658,University of Iowa,2022,"All students, Undergraduate, Non-degree/certificate-seeking",988,2,82,47,84,2,617,28,92,34,-2
153658,University of Iowa,2022,"All students, Graduate",9428,14,528,325,600,4,6211,249,322,1175,-2
153658,University of Iowa,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1454,3,47,66,123,1,1089,56,49,20,-2
153658,University of Iowa,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",16344,24,786,521,1364,13,12094,592,410,540,-2
153658,University of Iowa,2022,Full-time students total,25590,34,1320,789,2135,17,18458,917,658,1262,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate total",20359,26,985,610,1748,14,15123,760,533,560,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",20209,26,984,603,1741,13,15015,756,523,548,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",4554,6,255,129,430,1,3371,187,123,52,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",15655,20,729,474,1311,12,11644,569,400,496,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",150,0,1,7,7,1,108,4,10,12,-2
153658,University of Iowa,2022,"Full-time students, Graduate",5231,8,335,179,387,3,3335,157,125,702,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1231,1,39,53,103,1,929,46,40,19,-2
153658,University of Iowa,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",14424,19,690,421,1208,11,10715,523,360,477,-2
153658,University of Iowa,2022,Part-time students total,7228,15,379,303,472,4,4958,196,339,562,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate total",3031,9,186,157,259,3,2082,104,142,89,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",2193,7,105,117,182,2,1573,80,60,67,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",50,0,1,4,6,0,34,1,1,3,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2143,7,104,113,176,2,1539,79,59,64,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",838,2,81,40,77,1,509,24,82,22,-2
153658,University of Iowa,2022,"Part-time students, Graduate",4197,6,193,146,213,1,2876,92,197,473,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",223,2,8,13,20,0,160,10,9,1,-2
153658,University of Iowa,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1920,5,96,100,156,2,1379,69,50,63,-2
170976,University of Michigan-Ann Arbor,2022,All students total,52356,85,7561,2257,3690,21,25741,2274,2298,8429,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate total",33411,38,5623,1335,2447,11,17624,1665,1685,2983,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Degree/certificate-seeking total",33063,37,5599,1327,2438,11,17542,1663,1675,2771,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",7352,9,1344,320,643,2,3830,408,381,415,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Other degree/certificate-seeking",25711,28,4255,1007,1795,9,13712,1255,1294,2356,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Non-degree/certificate-seeking",348,1,24,8,9,0,82,2,10,212,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Graduate",18945,47,1938,922,1243,10,8117,609,613,5446,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1861,4,212,60,113,4,697,71,38,662,-2
170976,University of Michigan-Ann Arbor,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",23850,24,4043,947,1682,5,13015,1184,1256,1694,-2
170976,University of Michigan-Ann Arbor,2022,Full-time students total,48074,78,6999,2074,3439,18,23516,2122,2069,7759,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate total",31693,37,5372,1265,2340,10,16636,1586,1568,2879,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",31454,36,5367,1264,2337,10,16619,1585,1566,2670,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",7313,9,1335,319,640,2,3812,406,379,411,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24141,27,4032,945,1697,8,12807,1179,1187,2259,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",239,1,5,1,3,0,17,1,2,209,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Graduate",16381,41,1627,809,1099,8,6880,536,501,4880,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1752,4,201,54,110,4,642,65,33,639,-2
170976,University of Michigan-Ann Arbor,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",22389,23,3831,891,1587,4,12165,1114,1154,1620,-2
170976,University of Michigan-Ann Arbor,2022,Part-time students total,4282,7,562,183,251,3,2225,152,229,670,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate total",1718,1,251,70,107,1,988,79,117,104,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",1609,1,232,63,101,1,923,78,109,101,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",39,0,9,1,3,0,18,2,2,4,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",1570,1,223,62,98,1,905,76,107,97,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",109,0,19,7,6,0,65,1,8,3,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Graduate",2564,6,311,113,144,2,1237,73,112,566,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",109,0,11,6,3,0,55,6,5,23,-2
170976,University of Michigan-Ann Arbor,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",1461,1,212,56,95,1,850,70,102,74,-2
171100,Michigan State University,2022,All students total,53948,125,3794,3828,3231,34,35269,1818,1076,4773,-2
171100,Michigan State University,2022,"All students, Undergraduate total",41202,71,2987,3078,2494,25,27616,1514,829,2588,-2
171100,Michigan State University,2022,"All students, Undergraduate, Degree/certificate-seeking total",40766,69,2957,3072,2475,25,27489,1508,814,2357,-2
171100,Michigan State University,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",9430,14,827,606,615,7,6205,336,374,446,-2
171100,Michigan State University,2022,"All students, Undergraduate, Other degree/certificate-seeking",31336,55,2130,2466,1860,18,21284,1172,440,1911,-2
171100,Michigan State University,2022,"All students, Undergraduate, Non-degree/certificate-seeking",436,2,30,6,19,0,127,6,15,231,-2
171100,Michigan State University,2022,"All students, Graduate",12746,54,807,750,737,9,7653,304,247,2185,-2
171100,Michigan State University,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1545,4,87,100,98,3,1142,75,13,23,-2
171100,Michigan State University,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",29791,51,2043,2366,1762,15,20142,1097,427,1888,-2
171100,Michigan State University,2022,Full-time students total,44741,94,3149,3089,2680,25,29042,1531,932,4199,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate total",36195,60,2575,2656,2234,20,24264,1311,741,2334,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",35975,60,2574,2656,2233,20,24261,1311,741,2119,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",9207,14,810,586,595,7,6060,327,371,437,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",26768,46,1764,2070,1638,13,18201,984,370,1682,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",220,0,1,0,1,0,3,0,0,215,-2
171100,Michigan State University,2022,"Full-time students, Graduate",8546,34,574,433,446,5,4778,220,191,1865,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1355,4,71,85,81,2,1015,63,12,22,-2
171100,Michigan State University,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",25413,42,1693,1985,1557,11,17186,921,358,1660,-2
171100,Michigan State University,2022,Part-time students total,9207,31,645,739,551,9,6227,287,144,574,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate total",5007,11,412,422,260,5,3352,203,88,254,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",4791,9,383,416,242,5,3228,197,73,238,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",223,0,17,20,20,0,145,9,3,9,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4568,9,366,396,222,5,3083,188,70,229,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",216,2,29,6,18,0,124,6,15,16,-2
171100,Michigan State University,2022,"Part-time students, Graduate",4200,20,233,317,291,4,2875,84,56,320,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",190,0,16,15,17,1,127,12,1,1,-2
171100,Michigan State University,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",4378,9,350,381,205,4,2956,176,69,228,-2
174066,University of Minnesota-Twin Cities,2022,All students total,60763,209,6144,3886,3191,44,36144,2242,3192,5711,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate total",43161,119,4868,3112,2403,34,26670,1699,2014,2242,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Degree/certificate-seeking total",32359,84,3785,2367,1709,16,20260,1465,616,2057,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",6923,12,969,531,424,2,4250,319,117,299,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Other degree/certificate-seeking",25436,72,2816,1836,1285,14,16010,1146,499,1758,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Non-degree/certificate-seeking",10802,35,1083,745,694,18,6410,234,1398,185,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Graduate",17602,90,1276,774,788,10,9474,543,1178,3469,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",2443,5,225,339,185,1,1357,124,19,188,-2
174066,University of Minnesota-Twin Cities,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",22993,67,2591,1497,1100,13,14653,1022,480,1570,-2
174066,University of Minnesota-Twin Cities,2022,Full-time students total,38345,109,4093,2333,1880,19,23156,1592,1454,3709,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate total",28539,63,3328,1919,1466,14,17856,1274,597,2022,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",27821,63,3243,1887,1444,14,17547,1250,514,1859,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",6549,10,907,467,399,2,4066,297,112,289,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",21272,53,2336,1420,1045,12,13481,953,402,1570,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",718,0,85,32,22,0,309,24,83,163,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Graduate",9806,46,765,414,414,5,5300,318,857,1687,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1992,4,180,244,151,1,1114,104,14,180,-2
174066,University of Minnesota-Twin Cities,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",19280,49,2156,1176,894,11,12367,849,388,1390,-2
174066,University of Minnesota-Twin Cities,2022,Part-time students total,22418,100,2051,1553,1311,25,12988,650,1738,2002,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate total",14622,56,1540,1193,937,20,8814,425,1417,220,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",4538,21,542,480,265,2,2713,215,102,198,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",374,2,62,64,25,0,184,22,5,10,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4164,19,480,416,240,2,2529,193,97,188,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",10084,35,998,713,672,18,6101,210,1315,22,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Graduate",7796,44,511,360,374,5,4174,225,321,1782,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",451,1,45,95,34,0,243,20,5,8,-2
174066,University of Minnesota-Twin Cities,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",3713,18,435,321,206,2,2286,173,92,180,-2
204796,Ohio State University-Main Campus,2022,All students total,66817,48,5278,5104,3658,34,41515,2744,2312,6124,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate total",50566,36,4322,4044,2637,30,32345,2214,1508,3430,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Degree/certificate-seeking total",48772,35,4075,3875,2540,28,31330,2133,1406,3350,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",8534,6,845,547,472,7,5251,382,292,732,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking",40238,29,3230,3328,2068,21,26079,1751,1114,2618,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Non-degree/certificate-seeking",1794,1,247,169,97,2,1015,81,102,80,-2
204796,Ohio State University-Main Campus,2022,"All students, Graduate",16251,12,956,1060,1021,4,9170,530,804,2694,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",4632,6,282,537,253,5,2961,223,112,253,-2
204796,Ohio State University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",35606,23,2948,2791,1815,16,23118,1528,1002,2365,-2
204796,Ohio State University-Main Campus,2022,Full-time students total,55049,33,4516,4046,3049,29,34454,2317,1736,4869,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate total",44549,27,3799,3385,2324,26,28595,1938,1287,3168,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",44365,27,3766,3368,2312,26,28525,1925,1277,3139,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8501,6,844,543,470,7,5238,382,290,721,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",35864,21,2922,2825,1842,19,23287,1543,987,2418,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",184,0,33,17,12,0,70,13,10,29,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Graduate",10500,6,717,661,725,3,5859,379,449,1701,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",4056,4,245,460,225,4,2582,192,95,249,-2
204796,Ohio State University-Main Campus,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",31808,17,2677,2365,1617,15,20705,1351,892,2169,-2
204796,Ohio State University-Main Campus,2022,Part-time students total,11768,15,762,1058,609,5,7061,427,576,1255,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate total",6017,9,523,659,313,4,3750,276,221,262,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",4407,8,309,507,228,2,2805,208,129,211,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",33,0,1,4,2,0,13,0,2,11,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",4374,8,308,503,226,2,2792,208,127,200,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1610,1,214,152,85,2,945,68,92,51,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Graduate",5751,6,239,399,296,1,3311,151,355,993,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",576,2,37,77,28,1,379,31,17,4,-2
204796,Ohio State University-Main Campus,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",3798,6,271,426,198,1,2413,177,110,196,-2
240444,University of Wisconsin-Madison,2022,All students total,51296,126,3935,1213,3377,37,31461,1918,1415,7814,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate total",37571,84,3193,855,2504,30,24006,1490,1149,4260,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Degree/certificate-seeking total",35223,81,2938,741,2373,25,22747,1396,1084,3838,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",8541,25,827,193,700,5,5222,402,327,840,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Other degree/certificate-seeking",26682,56,2111,548,1673,20,17525,994,757,2998,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Non-degree/certificate-seeking",2348,3,255,114,131,5,1259,94,65,422,-2
240444,University of Wisconsin-Madison,2022,"All students, Graduate",13725,42,742,358,873,7,7455,428,266,3554,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1515,3,80,30,105,1,826,50,29,391,-2
240444,University of Wisconsin-Madison,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",25167,53,2031,518,1568,19,16699,944,728,2607,-2
240444,University of Wisconsin-Madison,2022,Full-time students total,43904,103,3343,953,2913,31,26880,1659,1218,6804,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate total",33068,73,2742,673,2219,24,21205,1307,1020,3805,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",32742,73,2734,671,2217,24,21156,1305,1018,3544,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",8506,24,822,190,694,5,5211,399,326,835,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",24236,49,1912,481,1523,19,15945,906,692,2709,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",326,0,8,2,2,0,49,2,2,261,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Graduate",10836,30,601,280,694,7,5675,352,198,2999,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1391,2,72,24,89,0,754,46,22,382,-2
240444,University of Wisconsin-Madison,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",22845,47,1840,457,1434,19,15191,860,670,2327,-2
240444,University of Wisconsin-Madison,2022,Part-time students total,7392,23,592,260,464,6,4581,259,197,1010,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate total",4503,11,451,182,285,6,2801,183,129,455,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",2481,8,204,70,156,1,1591,91,66,294,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",35,1,5,3,6,0,11,3,1,5,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2446,7,199,67,150,1,1580,88,65,289,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",2022,3,247,112,129,5,1210,92,63,161,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Graduate",2889,12,141,78,179,0,1780,76,68,555,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",124,1,8,6,16,1,72,4,7,9,-2
240444,University of Wisconsin-Madison,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2322,6,191,61,134,0,1508,84,58,280,-2
243780,Purdue University-Main Campus,2022,All students total,54814,74,5592,1743,3430,41,31149,2076,890,9819,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate total",40555,40,4666,1231,2661,31,25104,1784,549,4489,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Degree/certificate-seeking total",39433,39,4523,1103,2547,25,24488,1726,526,4456,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Degree/certificate-seeking, First-time",10484,12,1398,259,683,5,6565,477,175,910,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking",28949,27,3125,844,1864,20,17923,1249,351,3546,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Non-degree/certificate-seeking",1122,1,143,128,114,6,616,58,23,33,-2
243780,Purdue University-Main Campus,2022,"All students, Graduate",14259,34,926,512,769,10,6045,292,341,5330,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1369,3,57,49,96,1,791,35,6,331,-2
243780,Purdue University-Main Campus,2022,"All students, Undergraduate, Other degree/certificate-seeking, Continuing",27580,24,3068,795,1768,19,17132,1214,345,3215,-2
243780,Purdue University-Main Campus,2022,Full-time students total,43778,53,4672,1114,2581,29,25111,1732,686,7800,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate total",36496,35,4255,921,2265,23,22686,1607,487,4217,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking total",36491,35,4254,921,2265,23,22684,1607,487,4215,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, First-time",10357,12,1396,250,672,5,6473,473,173,903,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",26134,23,2858,671,1593,18,16211,1134,314,3312,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Non-degree/certificate-seeking",5,0,1,0,0,0,2,0,0,2,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Graduate",7282,18,417,193,316,6,2425,125,199,3583,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",1060,1,47,40,73,1,563,25,3,307,-2
243780,Purdue University-Main Campus,2022,"Full-time students, Undergraduate, Other degree/certificate-seeking, Continuing",25074,22,2811,631,1520,17,15648,1109,311,3005,-2
243780,Purdue University-Main Campus,2022,Part-time students total,11036,21,920,629,849,12,6038,344,204,2019,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate total",4059,5,411,310,396,8,2418,177,62,272,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking total",2942,4,269,182,282,2,1804,119,39,241,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, First-time",127,0,2,9,11,0,92,4,2,7,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking",2815,4,267,173,271,2,1712,115,37,234,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Non-degree/certificate-seeking",1117,1,142,128,114,6,614,58,23,31,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Graduate",6977,16,509,319,453,4,3620,167,142,1747,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Transfer-ins",309,2,10,9,23,0,228,10,3,24,-2
243780,Purdue University-Main Campus,2022,"Part-time students, Undergraduate, Other degree/certificate-seeking, Continuing",2506,2,257,164,248,2,1484,105,34,210,-2
145637,University of Illinois Urbana-Champaign,2021,All students total,59691,22,9766,3366,6422,35,24215,1718,2643,11504,-2
