unitid,institution name,year,Level and degree/certificate-seeking status of student,Grand total,American Indian or Alaska Native total,Asian total,Black or African American total,Hispanic or Latino total,Native Hawaiian or Other Pacific Islander total,White total,Two or more races total,Race/ethnicity unknown total,U.S. Nonresident total,IDX_E12
174066,University of Minnesota-Twin Cities,2018,All students total,64608,223,5418,2838,2734,58,40352,1969,3955,7061,-2
174066,University of Minnesota-Twin Cities,2018,Undergraduate,46116,147,4342,2243,2096,46,29741,1543,2455,3503,-2
174066,University of Minnesota-Twin Cities,2018,Graduate,18492,76,1076,595,638,12,10611,426,1500,3558,-2
204796,Ohio State University-Main Campus,2018,All students total,64924,70,4181,3889,2746,33,43017,2161,2134,6693,-2
204796,Ohio State University-Main Campus,2018,Undergraduate,49274,51,3339,3029,2075,28,33559,1737,1566,3890,-2
204796,Ohio State University-Main Campus,2018,Graduate,15650,19,842,860,671,5,9458,424,568,2803,-2
240444,University of Wisconsin-Madison,2018,All students total,46827,112,2680,1062,2360,43,31631,1358,674,6907,-2
240444,University of Wisconsin-Madison,2018,Undergraduate,34253,69,2059,749,1748,34,24281,1085,302,3926,-2
240444,University of Wisconsin-Madison,2018,Graduate,12574,43,621,313,612,9,7350,273,372,2981,-2
243780,Purdue University-Main Campus,2018,All students total,45685,70,3066,1463,2223,31,26931,1190,1018,9693,-2
243780,Purdue University-Main Campus,2018,Undergraduate,33757,44,2481,1069,1732,24,21473,994,740,5200,-2
243780,Purdue University-Main Campus,2018,Graduate,11928,26,585,394,491,7,5458,196,278,4493,-2
145637,University of Illinois Urbana-Champaign,2017,All students total,50885,38,7507,2669,4396,33,22806,1331,588,11517,-2
145637,University of Illinois Urbana-Champaign,2017,Undergraduate,35476,20,6289,2072,3631,26,16194,1070,294,5880,-2
145637,University of Illinois Urbana-Champaign,2017,Graduate,15409,18,1218,597,765,7,6612,261,294,5637,-2
147767,Northwestern University,2017,All students total,25233,31,3304,1276,1977,13,11186,773,2485,4188,-2
147767,Northwestern University,2017,Undergraduate,10163,6,1614,603,1147,1,4698,465,798,831,-2
147767,Northwestern University,2017,Graduate,15070,25,1690,673,830,12,6488,308,1687,3357,-2
151351,Indiana University-Bloomington,2017,All students total,53254,58,2745,2453,2793,22,35641,1759,827,6956,-2
151351,Indiana University-Bloomington,2017,Undergraduate,41317,48,2002,1924,2311,15,29040,1527,573,3877,-2
151351,Indiana University-Bloomington,2017,Graduate,11937,10,743,529,482,7,6601,232,254,3079,-2
153658,University of Iowa,2017,All students total,35671,64,1519,1161,2356,31,23958,901,1654,4027,-2
153658,University of Iowa,2017,Undergraduate,27051,46,1085,925,1986,25,18330,729,1161,2764,-2
153658,University of Iowa,2017,Graduate,8620,18,434,236,370,6,5628,172,493,1263,-2
170976,University of Michigan-Ann Arbor,2017,All students total,46316,85,5461,1974,2343,20,25425,1543,2363,7102,-2
170976,University of Michigan-Ann Arbor,2017,Undergraduate,29773,48,4013,1327,1532,11,18004,1137,1494,2207,-2
170976,University of Michigan-Ann Arbor,2017,Graduate,16543,37,1448,647,811,9,7421,406,869,4895,-2
171100,Michigan State University,2017,All students total,55545,142,2758,3795,2309,59,36288,1487,684,8023,-2
171100,Michigan State University,2017,Undergraduate,42252,96,2122,3048,1774,36,28112,1246,391,5427,-2
171100,Michigan State University,2017,Graduate,13293,46,636,747,535,23,8176,241,293,2596,-2
174066,University of Minnesota-Twin Cities,2017,All students total,64860,238,5249,2713,2511,53,41520,1907,3505,7164,-2
174066,University of Minnesota-Twin Cities,2017,Undergraduate,45796,135,4220,2138,1890,48,30502,1470,1922,3471,-2
174066,University of Minnesota-Twin Cities,2017,Graduate,19064,103,1029,575,621,5,11018,437,1583,3693,-2
204796,Ohio State University-Main Campus,2017,All students total,64723,75,3994,3714,2573,33,43409,1949,2143,6833,-2
204796,Ohio State University-Main Campus,2017,Undergraduate,49185,56,3167,2913,1941,28,33925,1587,1642,3926,-2
204796,Ohio State University-Main Campus,2017,Graduate,15538,19,827,801,632,5,9484,362,501,2907,-2
240444,University of Wisconsin-Madison,2017,All students total,46350,101,2606,1042,2200,38,31979,1329,507,6548,-2
240444,University of Wisconsin-Madison,2017,Undergraduate,33863,64,2018,731,1609,32,24643,1074,127,3565,-2
240444,University of Wisconsin-Madison,2017,Graduate,12487,37,588,311,591,6,7336,255,380,2983,-2
243780,Purdue University-Main Campus,2017,All students total,44190,73,2764,1402,1965,45,26063,968,1091,9819,-2
243780,Purdue University-Main Campus,2017,Undergraduate,32534,47,2217,1006,1522,35,20738,764,846,5359,-2
243780,Purdue University-Main Campus,2017,Graduate,11656,26,547,396,443,10,5325,204,245,4460,-2
145637,University of Illinois Urbana-Champaign,2016,All students total,49094,49,6910,2454,3906,32,22809,1235,566,11133,-2
145637,University of Illinois Urbana-Champaign,2016,Undergraduate,34687,23,5968,1892,3245,23,16445,998,250,5843,-2
145637,University of Illinois Urbana-Champaign,2016,Graduate,14407,26,942,562,661,9,6364,237,316,5290,-2
147767,Northwestern University,2016,All students total,25359,28,3260,1248,1893,20,11327,711,2814,4058,-2
147767,Northwestern University,2016,Undergraduate,10611,7,1643,606,1091,3,4912,457,1112,780,-2
147767,Northwestern University,2016,Graduate,14748,21,1617,642,802,17,6415,254,1702,3278,-2
151351,Indiana University-Bloomington,2016,All students total,52694,77,2415,2262,2441,24,33994,1642,2884,6955,-2
151351,Indiana University-Bloomington,2016,Undergraduate,40945,59,1709,1768,2000,19,27426,1406,2470,4088,-2
151351,Indiana University-Bloomington,2016,Graduate,11749,18,706,494,441,5,6568,236,414,2867,-2
153658,University of Iowa,2016,All students total,34337,61,1368,1078,2130,33,22699,784,1909,4275,-2
153658,University of Iowa,2016,Undergraduate,25883,42,950,841,1790,26,17274,647,1379,2934,-2
153658,University of Iowa,2016,Graduate,8454,19,418,237,340,7,5425,137,530,1341,-2
170976,University of Michigan-Ann Arbor,2016,All students total,45170,94,5057,1877,2101,19,25218,1383,2826,6595,-2
170976,University of Michigan-Ann Arbor,2016,Undergraduate,29124,54,3676,1268,1341,12,17783,999,1914,2077,-2
170976,University of Michigan-Ann Arbor,2016,Graduate,16046,40,1381,609,760,7,7435,384,912,4518,-2
171100,Michigan State University,2016,All students total,55896,144,2626,3745,2221,52,36651,1399,734,8324,-2
171100,Michigan State University,2016,Undergraduate,42452,101,2014,2985,1691,33,28356,1165,428,5679,-2
171100,Michigan State University,2016,Graduate,13444,43,612,760,530,19,8295,234,306,2645,-2
174066,University of Minnesota-Twin Cities,2016,All students total,63664,216,4976,2452,2254,42,41171,1771,3582,7200,-2
174066,University of Minnesota-Twin Cities,2016,Undergraduate,44505,123,3891,1908,1693,36,29784,1397,2071,3602,-2
174066,University of Minnesota-Twin Cities,2016,Graduate,19159,93,1085,544,561,6,11387,374,1511,3598,-2
204796,Ohio State University-Main Campus,2016,All students total,63735,89,3797,3617,2443,43,43312,1808,2075,6551,-2
204796,Ohio State University-Main Campus,2016,Undergraduate,48487,63,2964,2880,1857,34,34007,1527,1521,3634,-2
204796,Ohio State University-Main Campus,2016,Graduate,15248,26,833,737,586,9,9305,281,554,2917,-2
240444,University of Wisconsin-Madison,2016,All students total,45931,108,2424,1026,2115,46,32145,1203,601,6263,-2
240444,University of Wisconsin-Madison,2016,Undergraduate,33400,70,1877,713,1555,41,24760,971,163,3250,-2
240444,University of Wisconsin-Madison,2016,Graduate,12531,38,547,313,560,5,7385,232,438,3013,-2
243780,Purdue University-Main Campus,2016,All students total,43161,62,2490,1370,1822,44,25740,896,965,9772,-2
243780,Purdue University-Main Campus,2016,Undergraduate,31985,38,1967,1001,1413,32,20618,709,732,5475,-2
243780,Purdue University-Main Campus,2016,Graduate,11176,24,523,369,409,12,5122,187,233,4297,-2
145637,University of Illinois Urbana-Champaign,2015,All students total,48576,44,6444,2409,3609,54,23360,1131,746,10779,-2
145637,University of Illinois Urbana-Champaign,2015,Undergraduate,34382,20,5517,1847,2961,37,17079,924,310,5687,-2
145637,University of Illinois Urbana-Champaign,2015,Graduate,14194,24,927,562,648,17,6281,207,436,5092,-2
147767,Northwestern University,2015,All students total,25327,26,3194,1227,1830,16,11724,746,2797,3767,-2
147767,Northwestern University,2015,Undergraduate,10825,7,1632,618,1040,2,5175,493,1128,730,-2
147767,Northwestern University,2015,Graduate,14502,19,1562,609,790,14,6549,253,1669,3037,-2
151351,Indiana University-Bloomington,2015,All students total,50989,60,2268,2192,2336,24,34956,1572,792,6789,-2
151351,Indiana University-Bloomington,2015,Undergraduate,39522,43,1651,1736,1901,23,28445,1359,247,4117,-2
151351,Indiana University-Bloomington,2015,Graduate,11467,17,617,456,435,1,6511,213,545,2672,-2
153658,University of Iowa,2015,All students total,33410,58,1173,983,1877,30,22255,682,2223,4129,-2
153658,University of Iowa,2015,Undergraduate,24822,37,792,758,1533,26,16724,556,1625,2771,-2
153658,University of Iowa,2015,Graduate,8588,21,381,225,344,4,5531,126,598,1358,-2
170976,University of Michigan-Ann Arbor,2015,All students total,45241,86,5135,1854,2010,21,25605,1317,2872,6341,-2
170976,University of Michigan-Ann Arbor,2015,Undergraduate,29253,48,3653,1252,1255,12,17982,937,2048,2066,-2
170976,University of Michigan-Ann Arbor,2015,Graduate,15988,38,1482,602,755,9,7623,380,824,4275,-2
171100,Michigan State University,2015,All students total,55681,140,2506,3588,2116,52,36817,1315,802,8345,-2
171100,Michigan State University,2015,Undergraduate,42285,86,1878,2879,1625,34,28540,1101,482,5660,-2
171100,Michigan State University,2015,Graduate,13396,54,628,709,491,18,8277,214,320,2685,-2
174066,University of Minnesota-Twin Cities,2015,All students total,64259,216,5077,2429,2127,40,41772,1622,3954,7022,-2
174066,University of Minnesota-Twin Cities,2015,Undergraduate,44778,130,3935,1890,1606,30,29916,1305,2370,3596,-2
174066,University of Minnesota-Twin Cities,2015,Graduate,19481,86,1142,539,521,10,11856,317,1584,3426,-2
204796,Ohio State University-Main Campus,2015,All students total,63485,82,3577,3561,2256,41,43801,1653,1894,6620,-2
204796,Ohio State University-Main Campus,2015,Undergraduate,48285,58,2741,2889,1716,34,34395,1408,1281,3763,-2
204796,Ohio State University-Main Campus,2015,Graduate,15200,24,836,672,540,7,9406,245,613,2857,-2
240444,University of Wisconsin-Madison,2015,All students total,46283,123,2380,1058,2088,43,32599,1127,664,6201,-2
240444,University of Wisconsin-Madison,2015,Undergraduate,33547,79,1849,743,1562,38,25050,903,171,3152,-2
240444,University of Wisconsin-Madison,2015,Graduate,12736,44,531,315,526,5,7549,224,493,3049,-2
243780,Purdue University-Main Campus,2015,All students total,42779,63,2214,1334,1729,34,25927,822,792,9864,-2
243780,Purdue University-Main Campus,2015,Undergraduate,31838,41,1701,994,1361,23,20869,678,576,5595,-2
243780,Purdue University-Main Campus,2015,Graduate,10941,22,513,340,368,11,5058,144,216,4269,-2
145637,University of Illinois Urbana-Champaign,2014,All students total,48250,41,6007,2462,3405,53,24176,1061,700,10345,-2
145637,University of Illinois Urbana-Champaign,2014,Undergraduate,34078,18,5096,1882,2780,41,17731,859,301,5370,-2
145637,University of Illinois Urbana-Champaign,2014,Graduate,14172,23,911,580,625,12,6445,202,399,4975,-2
147767,Northwestern University,2014,All students total,25325,33,3181,1229,1726,21,12132,682,2706,3615,-2
147767,Northwestern University,2014,Undergraduate,11080,10,1637,637,960,5,5471,437,1235,688,-2
147767,Northwestern University,2014,Graduate,14245,23,1544,592,766,16,6661,245,1471,2927,-2
151351,Indiana University-Bloomington,2014,All students total,50692,72,2075,2192,2158,33,35374,1440,516,6832,-2
151351,Indiana University-Bloomington,2014,Undergraduate,39429,46,1498,1754,1744,29,28774,1255,268,4061,-2
151351,Indiana University-Bloomington,2014,Graduate,11263,26,577,438,414,4,6600,185,248,2771,-2
153658,University of Iowa,2014,All students total,34176,69,1133,938,1736,34,22730,670,2928,3938,-2
153658,University of Iowa,2014,Undergraduate,25085,46,746,677,1385,25,17038,557,2020,2591,-2
153658,University of Iowa,2014,Graduate,9091,23,387,261,351,9,5692,113,908,1347,-2
170976,University of Michigan-Ann Arbor,2014,All students total,45295,78,5092,1912,1942,22,25902,1289,2776,6282,-2
170976,University of Michigan-Ann Arbor,2014,Undergraduate,29091,44,3539,1288,1209,11,18096,912,1951,2041,-2
170976,University of Michigan-Ann Arbor,2014,Graduate,16204,34,1553,624,733,11,7806,377,825,4241,-2
171100,Michigan State University,2014,All students total,54857,155,2395,3510,1928,27,36973,1161,884,7824,-2
171100,Michigan State University,2014,Undergraduate,41374,99,1783,2816,1493,24,28542,964,519,5134,-2
171100,Michigan State University,2014,Graduate,13483,56,612,694,435,3,8431,197,365,2690,-2
174066,University of Minnesota-Twin Cities,2014,All students total,64579,227,4965,2332,2025,44,42715,1607,3781,6883,-2
174066,University of Minnesota-Twin Cities,2014,Undergraduate,44981,137,3808,1831,1523,34,30569,1310,2246,3523,-2
174066,University of Minnesota-Twin Cities,2014,Graduate,19598,90,1157,501,502,10,12146,297,1535,3360,-2
204796,Ohio State University-Main Campus,2014,All students total,62715,106,3450,3699,2138,38,43613,1454,1852,6365,-2
204796,Ohio State University-Main Campus,2014,Undergraduate,47630,80,2627,3028,1627,32,34214,1230,1234,3558,-2
204796,Ohio State University-Main Campus,2014,Graduate,15085,26,823,671,511,6,9399,224,618,2807,-2
240444,University of Wisconsin-Madison,2014,All students total,46407,124,2410,1095,2031,49,33021,1064,647,5966,-2
240444,University of Wisconsin-Madison,2014,Undergraduate,33601,78,1842,759,1512,42,25296,850,176,3046,-2
240444,University of Wisconsin-Madison,2014,Graduate,12806,46,568,336,519,7,7725,214,471,2920,-2
243780,Purdue University-Main Campus,2014,All students total,42781,67,2042,1381,1625,38,26605,738,820,9465,-2
243780,Purdue University-Main Campus,2014,Undergraduate,32041,40,1557,1046,1283,27,21567,613,612,5296,-2
243780,Purdue University-Main Campus,2014,Graduate,10740,27,485,335,342,11,5038,125,208,4169,-2
145637,University of Illinois Urbana-Champaign,2013,All students total,47693,51,5606,2466,3116,60,25238,962,650,9544,-2
145637,University of Illinois Urbana-Champaign,2013,Undergraduate,33550,31,4746,1884,2496,52,18515,752,277,4797,-2
145637,University of Illinois Urbana-Champaign,2013,Graduate,14143,20,860,582,620,8,6723,210,373,4747,-2
147767,Northwestern University,2013,All students total,25098,34,3151,1242,1562,20,12174,626,2952,3337,-2
147767,Northwestern University,2013,Undergraduate,11327,12,1753,616,869,7,5654,413,1395,608,-2
147767,Northwestern University,2013,Graduate,13771,22,1398,626,693,13,6520,213,1557,2729,-2
151351,Indiana University-Bloomington,2013,All students total,45456,72,1855,1974,1815,35,31660,1039,482,6524,-2
151351,Indiana University-Bloomington,2013,Undergraduate,34209,47,1288,1553,1417,30,24873,890,211,3900,-2
151351,Indiana University-Bloomington,2013,Graduate,11247,25,567,421,398,5,6787,149,271,2624,-2
153658,University of Iowa,2013,All students total,35057,96,1161,913,1637,35,23824,1097,2361,3933,-2
153658,University of Iowa,2013,Undergraduate,24358,56,728,610,1266,26,17337,756,1200,2379,-2
153658,University of Iowa,2013,Graduate,10699,40,433,303,371,9,6487,341,1161,1554,-2
170976,University of Michigan-Ann Arbor,2013,All students total,45162,79,5042,1890,1866,19,26479,1287,2274,6226,-2
170976,University of Michigan-Ann Arbor,2013,Undergraduate,28821,47,3463,1308,1177,13,18453,909,1522,1929,-2
170976,University of Michigan-Ann Arbor,2013,Graduate,16341,32,1579,582,689,6,8026,378,752,4297,-2
171100,Michigan State University,2013,All students total,54338,171,2346,3468,1882,35,37226,1045,990,7175,-2
171100,Michigan State University,2013,Undergraduate,40757,119,1728,2849,1453,27,28658,852,555,4516,-2
171100,Michigan State University,2013,Graduate,13581,52,618,619,429,8,8568,193,435,2659,-2
174066,University of Minnesota-Twin Cities,2013,All students total,64202,246,4768,2262,1778,59,42794,1413,4253,6629,-2
174066,University of Minnesota-Twin Cities,2013,Undergraduate,44332,146,3634,1754,1328,48,30321,1159,2536,3406,-2
174066,University of Minnesota-Twin Cities,2013,Graduate,19870,100,1134,508,450,11,12473,254,1717,3223,-2
204796,Ohio State University-Main Campus,2013,All students total,62453,129,3279,3804,1952,38,44167,1209,1467,6408,-2
204796,Ohio State University-Main Campus,2013,Undergraduate,47185,97,2455,3101,1490,34,34637,1020,775,3576,-2
204796,Ohio State University-Main Campus,2013,Graduate,15268,32,824,703,462,4,9530,189,692,2832,-2
240444,University of Wisconsin-Madison,2013,All students total,46228,134,2381,1101,1951,53,33237,1001,790,5580,-2
240444,University of Wisconsin-Madison,2013,Undergraduate,33353,82,1819,738,1456,46,25319,800,304,2789,-2
240444,University of Wisconsin-Madison,2013,Graduate,12875,52,562,363,495,7,7918,201,486,2791,-2
243780,Purdue University-Main Campus,2013,All students total,43345,86,2010,1447,1521,26,27469,643,920,9223,-2
243780,Purdue University-Main Campus,2013,Undergraduate,32874,60,1555,1124,1199,18,22444,534,694,5246,-2
243780,Purdue University-Main Campus,2013,Graduate,10471,26,455,323,322,8,5025,109,226,3977,-2
145637,University of Illinois Urbana-Champaign,2012,All students total,47684,66,5343,2433,2954,65,26338,884,645,8956,-2
145637,University of Illinois Urbana-Champaign,2012,Undergraduate,33400,41,4480,1843,2337,54,19242,672,246,4485,-2
145637,University of Illinois Urbana-Champaign,2012,Graduate,14284,25,863,590,617,11,7096,212,399,4471,-2
147767,Northwestern University,2012,All students total,24343,28,3150,1164,1412,18,11947,482,2940,3202,-2
147767,Northwestern University,2012,Undergraduate,11076,11,1801,586,803,6,5694,321,1261,593,-2
147767,Northwestern University,2012,Graduate,13267,17,1349,578,609,12,6253,161,1679,2609,-2
151351,Indiana University-Bloomington,2012,All students total,46154,82,1950,2065,1715,32,32774,855,533,6148,-2
151351,Indiana University-Bloomington,2012,Undergraduate,34639,54,1341,1605,1317,26,25679,710,249,3658,-2
151351,Indiana University-Bloomington,2012,Graduate,11515,28,609,460,398,6,7095,145,284,2490,-2
153658,University of Iowa,2012,All students total,33351,112,1110,885,1404,42,23777,335,1871,3815,-2
153658,University of Iowa,2012,Undergraduate,23157,72,712,583,1069,34,17387,261,921,2118,-2
153658,University of Iowa,2012,Graduate,10194,40,398,302,335,8,6390,74,950,1697,-2
170976,University of Michigan-Ann Arbor,2012,All students total,44514,77,4911,1889,1828,16,26701,1298,1936,5858,-2
170976,University of Michigan-Ann Arbor,2012,Undergraduate,28243,45,3314,1302,1176,11,18450,940,1249,1756,-2
170976,University of Michigan-Ann Arbor,2012,Graduate,16271,32,1597,587,652,5,8251,358,687,4102,-2
171100,Michigan State University,2012,All students total,53371,203,2322,3607,1798,31,37108,918,1026,6358,-2
171100,Michigan State University,2012,Undergraduate,40015,145,1716,2974,1375,25,28637,744,598,3801,-2
171100,Michigan State University,2012,Graduate,13356,58,606,633,423,6,8471,174,428,2557,-2
174066,University of Minnesota-Twin Cities,2012,All students total,63929,289,4658,2354,1734,61,42995,1202,4289,6347,-2
174066,University of Minnesota-Twin Cities,2012,Undergraduate,43535,171,3513,1804,1283,50,30069,985,2572,3088,-2
174066,University of Minnesota-Twin Cities,2012,Graduate,20394,118,1145,550,451,11,12926,217,1717,3259,-2
204796,Ohio State University-Main Campus,2012,All students total,64930,162,3351,4082,1968,24,46483,836,1620,6404,-2
204796,Ohio State University-Main Campus,2012,Undergraduate,48411,118,2490,3314,1502,21,36105,690,774,3397,-2
204796,Ohio State University-Main Campus,2012,Graduate,16519,44,861,768,466,3,10378,146,846,3007,-2
240444,University of Wisconsin-Madison,2012,All students total,46020,155,2362,1153,1873,42,33427,851,986,5171,-2
240444,University of Wisconsin-Madison,2012,Undergraduate,32962,101,1774,797,1402,34,25244,665,487,2458,-2
240444,University of Wisconsin-Madison,2012,Graduate,13058,54,588,356,471,8,8183,186,499,2713,-2
243780,Purdue University-Main Campus,2012,All students total,44267,123,2116,1525,1436,25,28904,507,973,8658,-2
243780,Purdue University-Main Campus,2012,Undergraduate,33955,92,1676,1200,1156,17,23812,427,699,4876,-2
243780,Purdue University-Main Campus,2012,Graduate,10312,31,440,325,280,8,5092,80,274,3782,-2
145637,University of Illinois Urbana-Champaign,2011,All students total,47146,71,5054,2500,2803,63,26921,753,806,8175,-2
145637,University of Illinois Urbana-Champaign,2011,Undergraduate,32790,50,4216,1917,2255,57,19531,586,336,3842,-2
145637,University of Illinois Urbana-Champaign,2011,Graduate,14356,21,838,583,548,6,7390,167,470,4333,-2
147767,Northwestern University,2011,All students total,23634,37,3139,1172,1289,14,11540,301,3086,3056,-2
147767,Northwestern University,2011,Undergraduate,10802,17,1849,600,738,6,5596,194,1262,540,-2
147767,Northwestern University,2011,Graduate,12832,20,1290,572,551,8,5944,107,1824,2516,-2
151351,Indiana University-Bloomington,2011,All students total,47743,109,1924,2100,1566,31,34966,675,702,5670,-2
151351,Indiana University-Bloomington,2011,Undergraduate,35946,70,1366,1611,1187,27,27521,543,380,3241,-2
151351,Indiana University-Bloomington,2011,Graduate,11797,39,558,489,379,4,7445,132,322,2429,-2
153658,University of Iowa,2011,All students total,33952,137,1193,861,1215,38,24670,250,2174,3414,-2
153658,University of Iowa,2011,Undergraduate,23192,91,762,562,888,30,18032,190,987,1650,-2
153658,University of Iowa,2011,Graduate,10760,46,431,299,327,8,6638,60,1187,1764,-2
170976,University of Michigan-Ann Arbor,2011,All students total,44453,122,5160,1959,1836,11,26739,1284,1636,5706,-2
170976,University of Michigan-Ann Arbor,2011,Undergraduate,28294,76,3469,1360,1209,7,18463,938,1034,1738,-2
170976,University of Michigan-Ann Arbor,2011,Graduate,16159,46,1691,599,627,4,8276,346,602,3968,-2
171100,Michigan State University,2011,All students total,52567,235,2306,3669,1646,27,37025,757,1091,5811,-2
171100,Michigan State University,2011,Undergraduate,39282,176,1738,3032,1267,22,28682,600,630,3135,-2
171100,Michigan State University,2011,Graduate,13285,59,568,637,379,5,8343,157,461,2676,-2
174066,University of Minnesota-Twin Cities,2011,All students total,64349,377,4807,2474,1672,65,43924,935,4513,5582,-2
174066,University of Minnesota-Twin Cities,2011,Undergraduate,43476,228,3611,1907,1207,54,30368,774,2819,2508,-2
174066,University of Minnesota-Twin Cities,2011,Graduate,20873,149,1196,567,465,11,13556,161,1694,3074,-2
204796,Ohio State University-Main Campus,2011,All students total,64425,182,3294,4043,1869,2,47013,539,1770,5713,-2
204796,Ohio State University-Main Campus,2011,Undergraduate,47539,138,2481,3231,1412,1,36361,422,797,2696,-2
204796,Ohio State University-Main Campus,2011,Graduate,16886,44,813,812,457,1,10652,117,973,3017,-2
240444,University of Wisconsin-Madison,2011,All students total,46756,198,2419,1191,1741,38,34120,652,1442,4955,-2
240444,University of Wisconsin-Madison,2011,Undergraduate,33772,134,1825,842,1284,32,25907,504,903,2341,-2
240444,University of Wisconsin-Madison,2011,Graduate,12984,64,594,349,457,6,8213,148,539,2614,-2
243780,Purdue University-Main Campus,2011,All students total,44644,160,2192,1572,1354,18,30476,297,995,7580,-2
243780,Purdue University-Main Campus,2011,Undergraduate,34267,127,1763,1221,1083,14,25351,250,641,3817,-2
243780,Purdue University-Main Campus,2011,Graduate,10377,33,429,351,271,4,5125,47,354,3763,-2
145637,University of Illinois Urbana-Champaign,2010,All students total,47235,140,5104,2831,2694,,27252,,1838,7376,-2
145637,University of Illinois Urbana-Champaign,2010,Undergraduate,32661,91,4273,2198,2192,,19802,,1011,3094,-2
145637,University of Illinois Urbana-Champaign,2010,Graduate,14574,49,831,633,502,,7450,,827,4282,-2
147767,Northwestern University,2010,All students total,22674,34,2996,1093,1164,6,10992,182,3238,2969,-2
147767,Northwestern University,2010,Undergraduate,10636,16,1852,539,672,3,5623,127,1133,671,-2
147767,Northwestern University,2010,Graduate,12038,18,1144,554,492,3,5369,55,2105,2298,-2
151351,Indiana University-Bloomington,2010,All students total,47851,135,1952,2139,1278,31,35849,88,1100,5279,-2
151351,Indiana University-Bloomington,2010,Undergraduate,36168,92,1455,1659,950,30,28556,60,604,2762,-2
151351,Indiana University-Bloomington,2010,Graduate,11683,43,497,480,328,1,7293,28,496,2517,-2
153658,University of Iowa,2010,All students total,34380,180,1313,901,1097,,25358,,2698,2833,-2
153658,University of Iowa,2010,Undergraduate,23387,122,860,598,788,,18566,,1356,1097,-2
153658,University of Iowa,2010,Graduate,10993,58,453,303,309,,6792,,1342,1736,-2
170976,University of Michigan-Ann Arbor,2010,All students total,43848,272,5138,2356,1703,,26094,,2462,5823,-2
170976,University of Michigan-Ann Arbor,2010,Undergraduate,27002,178,3281,1635,1129,,17564,,1653,1562,-2
170976,University of Michigan-Ann Arbor,2010,Graduate,16846,94,1857,721,574,,8530,,809,4261,-2
171100,Michigan State University,2010,All students total,51428,356,2627,3739,1477,,36487,,1237,5505,-2
171100,Michigan State University,2010,Undergraduate,37989,260,1955,3096,1092,,28026,,725,2835,-2
171100,Michigan State University,2010,Graduate,13439,96,672,643,385,,8461,,512,2670,-2
174066,University of Minnesota-Twin Cities,2010,All students total,65213,409,4945,2578,1597,66,44832,711,4850,5225,-2
174066,University of Minnesota-Twin Cities,2010,Undergraduate,43829,273,3721,1967,1140,58,30667,601,3284,2118,-2
174066,University of Minnesota-Twin Cities,2010,Graduate,21384,136,1224,611,457,8,14165,110,1566,3107,-2
204796,Ohio State University-Main Campus,2010,All students total,63184,216,3268,4135,1630,,46685,,2330,4920,-2
204796,Ohio State University-Main Campus,2010,Undergraduate,46256,164,2497,3258,1214,,36020,,1099,2004,-2
204796,Ohio State University-Main Campus,2010,Graduate,16928,52,771,877,416,,10665,,1231,2916,-2
240444,University of Wisconsin-Madison,2010,All students total,46345,221,2410,1275,1676,30,33863,460,1780,4630,-2
240444,University of Wisconsin-Madison,2010,Undergraduate,33558,147,1831,910,1249,27,25814,335,1207,2038,-2
240444,University of Wisconsin-Madison,2010,Graduate,12787,74,579,365,427,3,8049,125,573,2592,-2
243780,Purdue University-Main Campus,2010,All students total,44929,214,2194,1549,1241,,31741,,1249,6741,-2
243780,Purdue University-Main Campus,2010,Undergraduate,34653,178,1805,1210,1008,,26534,,799,3119,-2
243780,Purdue University-Main Campus,2010,Graduate,10276,36,389,339,233,,5207,,450,3622,-2
145637,University of Illinois Urbana-Champaign,2009,All students total,46585,145,5124,2896,2758,,27713,,1440,6509,-2
145637,University of Illinois Urbana-Champaign,2009,Undergraduate,32620,97,4277,2270,2248,,20507,,738,2483,-2
145637,University of Illinois Urbana-Champaign,2009,Graduate,13965,48,847,626,510,,7206,,702,4026,-2
147767,Northwestern University,2009,All students total,21412,33,2712,1030,1001,,10612,,3143,2881,-2
147767,Northwestern University,2009,Undergraduate,9769,11,1649,502,570,,5392,,1059,586,-2
147767,Northwestern University,2009,First professional,2079,7,238,111,94,,953,,303,373,-2
147767,Northwestern University,2009,Graduate,9564,15,825,417,337,,4267,,1781,1922,-2
151351,Indiana University-Bloomington,2009,All students total,46322,137,1757,2067,1181,,35537,,761,4882,-2
151351,Indiana University-Bloomington,2009,Undergraduate,35726,95,1400,1640,866,,28621,,620,2484,-2
151351,Indiana University-Bloomington,2009,Graduate,10596,42,357,427,315,,6916,,141,2398,-2
153658,University of Iowa,2009,All students total,34398,166,1296,867,1005,,25987,,2472,2605,-2
153658,University of Iowa,2009,Undergraduate,23319,109,835,568,696,,19040,,1256,815,-2
153658,University of Iowa,2009,First professional,3367,14,218,91,123,,2045,,649,227,-2
153658,University of Iowa,2009,Graduate,7712,43,243,208,186,,4902,,567,1563,-2
170976,University of Michigan-Ann Arbor,2009,All students total,43211,304,4929,2474,1750,,25137,,3081,5536,-2
170976,University of Michigan-Ann Arbor,2009,Undergraduate,26730,219,3160,1709,1197,,16910,,2106,1429,-2
170976,University of Michigan-Ann Arbor,2009,Graduate,16481,85,1769,765,553,,8227,,975,4107,-2
171100,Michigan State University,2009,All students total,50899,359,2591,3665,1446,,36658,,1126,5054,-2
